id_restaurant,name,review_id,text,rating
XlBCQgnHlYUByBejO8r79g,L'Epicure,ivZA80d5H2CmG7FIBAIDMg,"Some highlights of our visit to L'Epicure was the bread (bacon, olive, and sun dried tomatoes), and the macarons + tea, and the service. The complimentary...",5
XlBCQgnHlYUByBejO8r79g,L'Epicure,wZoYxapid-1VNkggkpr60Q,"One of my favorite meals this year took place in the manicured gardens of Epicure Paris in Le Bristol Hotel. This was the perfect trifecta of ambiance,...",5
KglDmt_BDOEqmBjJ8X2bPQ,Le Relais de l’Entrecôte,ay7dGyDEL4e0mgZ15gETyg,"My mom and I waited 45 minutes outside, but it was worth it. They only serve steak frites, so if that's not you, then don't go. But if it is! Then yes, go!...",5
KglDmt_BDOEqmBjJ8X2bPQ,Le Relais de l’Entrecôte,I2beaSpRyWiOcVIeNgahkQ,"Love the steak and frites here. Been to a few Le Relais, but this particular place was my first visit. Areas looks like the high end shopping district.

But...",4
KglDmt_BDOEqmBjJ8X2bPQ,Le Relais de l’Entrecôte,0XnQAqohZ1A6r0cWffcf9Q,One of the best dining experiences and a must while in Paris. They don't accept reservations but it's worth the wait. I waited about an hour in line on a...,5
mJMW4j5IYYhbWaBySCPATA,LouLou,o69qhKUuThIMGLLg_ngnVQ,"Oh mon Dieu , I think this is by far the best restaurant in Paris. The beautiful seating area outside facing the gardens of the Louvre , the service was top...",5
mJMW4j5IYYhbWaBySCPATA,LouLou,FmUIjbgtyuVfcCkr8mD-AA,"Absolutely delicious food! Will definitely go again when I am back in Paris! Not only is the food amazing, but The place has a beautiful cool and chic...",5
mJMW4j5IYYhbWaBySCPATA,LouLou,wxj3_SM8qEm4FPvchfrdkg,"Beautiful surroundings and delicious dishes. I have never had a tomato dish so delicious. It is simply fresh tomato, olive oil and basil. The tortellini was...",5
wRgD7PjIaP_EZrTAiTNsBQ,Le Choupinet,yK214so7WzSdhNEq73KrnA,We traveled the Latin Quarter on a recommendation and came across this place by chance.  This restaurant has been the best place we have visited this trip...,5
wRgD7PjIaP_EZrTAiTNsBQ,Le Choupinet,6gLksvRPZVIAisaOimt-4g,"Pretty good place, right near our hotel so we've been coming here for breakfast and afternoon snacks and drinks. The place is super cute, and sitting...",4
wRgD7PjIaP_EZrTAiTNsBQ,Le Choupinet,x7ok3p1HE47esdmlibJY3g,Restaurant was awesome and the service was excellent as well.  Servers were very nice and helpful with the menu and recommendations.  We had the Risotto and...,5
PHsKPp496sFZm9K9Xz_TlA,Sanukiya,GEQcUXSHSfyu9ZiBiGXkQw,"Amazing spot for Udon in the heart of Paris. Friendly staff, with great food. Must visit if you need your Japanese fix while in Paris.",5
PHsKPp496sFZm9K9Xz_TlA,Sanukiya,yMTxweuw9K7NbzgAQpQNMA,"Long line at Sanukiya makes me wonder - coming to Paris to line up for udon, are you kidding me?  We picked a rainy day and decided to walk by to check it...",4
PHsKPp496sFZm9K9Xz_TlA,Sanukiya,ajysU1mVBSeShzcV3kcdkg,Great spot.,5
lvP5_4OHw_tdo_gqfXViig,Les Arlots,HUuQsS3gXZVNCkGOVnpp8w,"I learned about this place from Munchies- one of my favorite YouTube personalities Action Bronson visited here. 

This places is pretty small, but super...",5
lvP5_4OHw_tdo_gqfXViig,Les Arlots,8T2_nh2PXg43pKvzJovOug,"I hate writing mediocre reviews, but I do feel that my experience at Les Arlots was average at best. I came to Les Arlots under the recommendation of Action...",3
lvP5_4OHw_tdo_gqfXViig,Les Arlots,bNi0oVTMQ-NVNKHsh8YQBA,My husband found this place online and wanted to try it while vacationing in Paris. I made a reservation for Saturday. I highly recommend that you make a...,5
28m3vU-aLX76lMEyT3WL5Q,Pain Vin Fromages,w0r3RxqNzu4OiDDASYymEQ,"Make a reservation! This place is everything the reviews promise it to be! We walked in on a Thursday night but they were booked for the night, we were...",5
28m3vU-aLX76lMEyT3WL5Q,Pain Vin Fromages,EHqqEkmqLq0_7urUOBHT9g,"For an incredibly popular fondue place, we found it to be just okay

We'd ca;;ed ahead for a reservation but noticed that all the patrons who came in did...",3
28m3vU-aLX76lMEyT3WL5Q,Pain Vin Fromages,Yw34UE9yzXhcmP-qhc6g_Q,"I came here under the recommendation of a well known food vlogger on youtube, strictly dumpling. We arrived to Pain Vin Fromage relatively late in the night...",5
ijqSzadlZ9SCXvUEpMimcA,Angelina,AMgGyKEKe8rApAlafnABIQ,"The macarons battle! Angelina or laduree!! 

Laudree win on macarons and their brunches/ afternoon tea. But Angelina win for all their desserts. Plus...",4
ijqSzadlZ9SCXvUEpMimcA,Angelina,RPdsg2OPCS1EffROGZCYWQ,We had heard the many stories of a trip to Paris being incomplete without a visit here and they were absolutely true. This breakfast was incredible. I had...,5
ijqSzadlZ9SCXvUEpMimcA,Angelina,pYZ0knhhrgmAynav0-kITw,"I absolutely love Angelina Paris, and the management and service here is always incredible.

I'm partial because some of my upbringing being in France, but...",5
TWsuxL7J0iACK5KplxZMtA,Le P'tit Bistro,jqstqtCB-9BsUlCTEFGsLg,"This little place is mostly filled with locals, but the staff was very nice, helpful, and made 7s feel welcome.  Seemed only one staff member was fluent in...",5
TWsuxL7J0iACK5KplxZMtA,Le P'tit Bistro,JG1Ex5CRZySxYfHbifmXdQ,What a fantastic dinner we had over here last week during our visit to Paris. We were looking for a place to eat quickly and it was already late and many...,5
TWsuxL7J0iACK5KplxZMtA,Le P'tit Bistro,KIuea_2tKyOv4gNdNCR_1g,"Food was fantastic! Service was great! They were very nice and all meal was amazing! We had the onion soup to start, my husband had the burger and I had the...",5
jvaKUEzscmxTmVSbSR7Maw,L'Espadon,ZKwWQ3Mji4xT05tFHVkC8w,What can be said about THE most amazing place in Paris to have lunch than at The Ritz! There were 6 of us and 4 bottles of champagne Laurent-Perrier. The...,5
jvaKUEzscmxTmVSbSR7Maw,L'Espadon,ivju4vMK5cdbNApvrU-9Nw,This is probably favorite restaurant in town. Very elegant and French. I have been for lunch and dinner. I prefer lunch because they have a covered patio...,5
jvaKUEzscmxTmVSbSR7Maw,L'Espadon,E6YmrJonggq0ERQiLv4a_w,"A breakfast fit for kings and queens! The gorgeous restaurant is located in the newly renovated Ritz and serves breakfast, lunch and dinner. 

It was a...",5
pztzge22A_c_BfzLHCmaMw,Le Bistro du Périgord,DFwIPHYRniNYLk_wNZLwkw,"I have come here multiple times.  Although it looks like a typical dime a dozen bistro in Paris, it's actually something quite special.  

I have brought my...",5
pztzge22A_c_BfzLHCmaMw,Le Bistro du Périgord,RIFlQUm0wO6ZBCCqhytdXw,"Best dinner spot of my last trip to Paris, my aunt and uncle liked it so much they've been back multiple times! 

Drink selection is large so everyone was...",5
pztzge22A_c_BfzLHCmaMw,Le Bistro du Périgord,tVpfKX0DTES85FNyKkMV0Q,"The new price for the prie fixe is 36 euro.  The escargot was for the wife and I had the goat cheese salad.  Wife raved about the snails, goat cheese salad...",4
dKZo3hRz0sSsQrdahj45uA,Ellsworth,mOGPE2U06KRks6w4Btp44Q,"These little guys were very tasty, well seasoned and filling, but they were a little dry and the breading came off as soon as you cut into them. The tea...",4
dKZo3hRz0sSsQrdahj45uA,Ellsworth,GOLgTai7Kez4oo0yb9ZSPA,"Splendid evening with dear friends in this tiny gem hidden in Paris.

Stay alert as you might walk right by and that would be a shame.

The buttermilk fried...",5
dKZo3hRz0sSsQrdahj45uA,Ellsworth,0WzsjWSHwVhVqusxeF73lg,"Located near the Louvre and the Palais Royal, this street has a number of good restaurants. On our way to Ellsworth, there was a serious line for what...",4
I9rvKHLA1-EPZw_wswesEA,Le Cirque,nqaK6jdcuqFb1qCRVMBA6w,"My then Boyfriend had me sit here, while he went and picked up my surprise. In the beginning service was fine.  I order 2 got chocolate while visiting....",2
I9rvKHLA1-EPZw_wswesEA,Le Cirque,7GFA0dEPLBSboOms1wtMyA,"Excellent wine and service - grabbed a couple of glasses to relax on the patio, on a busy Sunday afternoon and our table was lovely with a beautiful view of...",5
I9rvKHLA1-EPZw_wswesEA,Le Cirque,U4zDPrS8FX5gkY7q0hfxAA,"If its a special brunch you are looking for or a place to get some breakfast after a long night bender or whatever kind, this place, Le Cirque, will fill...",5
ASbVOR_nTHvwEM9GPTyC0Q,Café de Paris,SnMfyqq8n20VdMjOJN1xnw,"Great spot, all items on menu are great, standard roasted chicken is traditional and moist. Nice wine list. A convenient and low key place to take a break...",5
ASbVOR_nTHvwEM9GPTyC0Q,Café de Paris,XFD0CL9YfBp1gTopo40_9Q,"Rude service. But then again we are tourists in Paris maybe we were just being too touristy asking questions lol

Staff:
Yeah basically rude nothing more to...",2
ASbVOR_nTHvwEM9GPTyC0Q,Café de Paris,V9gJeUiHYXhI12UCTd9Tmw,Cute spot for a tea break.  Would like to try the onion soup next time it looked really good.,4
dlFBHdXr7-_6vfB0C-EHvw,La Maison de la Truffe,eZglxODUJ_Hbr6z32WGL7g,"I dream about the meal I had here before covid changed the world! Fresh tagliatelle pasta topped with foie gras and fresh truffles! 

I also tried their ice...",5
dlFBHdXr7-_6vfB0C-EHvw,La Maison de la Truffe,1o-JyGyZWtn3UpGFvhnsUw,A night to remember. ..... it was a fabulous evening. The fois gras pate truffle. The beef tartare with truffles.  The salmon app. Even the black truffle...,5
dlFBHdXr7-_6vfB0C-EHvw,La Maison de la Truffe,LzOjYrS-tfMtaBOUUra6Ig,"The food was good and the service was good as well but we felt as though the truffles didn't have much flavor, we paid extra for the black truffles and they...",4
4fyyfJ7S8m6TaHL_Ho7mWA,Café Plume,eQISH79a-r9WVUvtwZnQjw,"Super cute cafe near the Louvre, close enough To get to when hangry or in need of caffeine fix, far enough away to escape some crowds. 

Awesome bathroom...",5
4fyyfJ7S8m6TaHL_Ho7mWA,Café Plume,SsNs1_Y_hja6bCYezaO5jA,What a bad experience. After waiting for an hour for my food they served us raw burgers. The waitress did not come to check on us and was not attentive to...,1
4fyyfJ7S8m6TaHL_Ho7mWA,Café Plume,-L2Db-0EwQssIwJdYpfmJg,Very cute cafe to get food and drinks in Paris. Right around the corner from The Louvre and very convenient to walk to. The drinks were very crafty...,5
emVjgTi2bjmceJX-ipcL-A,Boulettes,_ONeVA_OC3sMzeZdRcLkrg,"Probably my most favorite restaurant during our family visit to Paris in 2019.

Great service. Awesome food. Simple. Effectively Parisian.",5
emVjgTi2bjmceJX-ipcL-A,Boulettes,NdNv3NWPfrLNb3Bhmq0AAQ,"We went there for a late lunch, most places had quit serving lunch, but this place continues to serve until 4.
The menu is spartan. You have a choice of...",4
emVjgTi2bjmceJX-ipcL-A,Boulettes,YeX5ifvh09WHCxlh6kpN1w,"Nice little spot for lunch.

You order your food at the counter and they bring it to your table. The day I was there they had different meatballs (chicken,...",4
Vc-sEV8jnXpHbFeUvP5tLA,Le Relais de l'Entrecôte,V6iM5khIQI_lNxbbr5SDMw,Luckily before she got sick we made it to @relaisdelentrecote the original home of steak frites. I was discussing as recently as last week that was the best...,5
Vc-sEV8jnXpHbFeUvP5tLA,Le Relais de l'Entrecôte,1p1_wNvCmWUBk-nnVHlEKw,"Great place for a nice-well prepared steak and fries!
Their pastries are beyond of this world.
Very popular place in Paris. Pitty there are no reservations...",5
Vc-sEV8jnXpHbFeUvP5tLA,Le Relais de l'Entrecôte,EDSA6ammEpNpD1NejcOswg,This place was recommended to me. DO NOT GO HERE!  Tourist trap. They treat you like the cattle they put on your plate. They rush in and out. The steak was...,1
DwZsEW-rBrBBLHioGdKoAg,La Fontaine de Mars,GqRATw0mV5bIIphDrFT64w,My husband and I are huge lovers of seared foie gras and searched Yelp to find La Fontaine de Mars. It was delicious! The pear that accompanied the foie...,5
DwZsEW-rBrBBLHioGdKoAg,La Fontaine de Mars,bvh9UpUPyEZumBDm3DRXIQ,"This is one of my favorite restaurants in Paris, and I make sure to visit every time I'm in town. I recommend making a reservation by calling ahead of time,...",5
DwZsEW-rBrBBLHioGdKoAg,La Fontaine de Mars,CwtZHN4yQwwnriOVzV4uNg,"We wanted classic French cuisine. This is it!

It's a quick walk from most locations as it's rather central to the city. It's a cool old house, or so it...",5
PGH7BfXz0PNHuwlSt453rA,Le Boui Boui,5PR-JWvIuCqBzY1MCnzyaA,"Although we made a reservation for a Saturday night, when we walked in, we saw it was virtually void of customers. There was only one other party inside Le...",5
PGH7BfXz0PNHuwlSt453rA,Le Boui Boui,PJULQRXCzcv-7-W6Dv-KkQ,My wife really liked this place. I just thought it was so-so. I wasn't that hungry so I ordered a Poke bowl. She ordered a steak with some cheese potatoes...,3
PGH7BfXz0PNHuwlSt453rA,Le Boui Boui,fOr2LlWBlNefkkKq3qPCDg,"TLDR: quaint little spot with the most amazing mashed potatoes!
______

Came in for dinner and meeting a friend I hadn't seen in years! This was one of our...",5
ZxtU74SJMRoB8ZQXWwNtRQ,Le Soufflé,8zLOFl8yvjnky_j6Mi0wUQ,Came here as an American tourist during our family trip to France! It was awesome! I recommend making a reservation online or on the phone. It's a very cute...,5
ZxtU74SJMRoB8ZQXWwNtRQ,Le Soufflé,0pngPXCrwB5npCr2UetKqA,I came here before the pandemic and needed to leave a review to tell everyone to come here and support however you can! I was able to grab the last...,5
ZxtU74SJMRoB8ZQXWwNtRQ,Le Soufflé,PZHEKPjqwbz4VNPlH3t6ZA,"Can't be in Paris without eating soufflé.

Best 3:
1. Beef souffle 
2. Cheese souffle 
3. Dessert souffle Grand Marnier

Can't go wrong with 3 course menu...",5
ctP4c3mwVO5oOzLI48LtuQ,Les Antiquaires,L_E_epMRKELLulNpdyhQ8A,Amazing! Start to finish! Visiting from North Carolina and wanted a good dinner (French) by the Musée de l'Orangerie (which is also amazing especially if...,5
ctP4c3mwVO5oOzLI48LtuQ,Les Antiquaires,ZOkkyrfpIpVMQWKaOjOxeA,"Okay hear me out. French onion soup with ribeye steak, salad and a fat portion of fires. Order it. Eat it all together. You'll thank me later.",5
ctP4c3mwVO5oOzLI48LtuQ,Les Antiquaires,CUUWVU4nsd-m4dJxVyS8Hg,"Amazing! We got the rib eye steak and it was the BEST meal! I switched the fries for the rice and it was the best decision. The waitress was great, the...",5
zilE2uoIZQ6fpdWGv4mJXw,L'Estrapade,UwPya4WFWO9EWrMd1NhblA,"I ""yelped"" this place and got hooked into this review that says this place is a ""hidden gem"" and it turned out it was true! Thank you for this wonderful...",5
zilE2uoIZQ6fpdWGv4mJXw,L'Estrapade,h24SP_85soXKWoRzAxFqJA,"L'Estrapade is one of my favorite spots on the Pantheon area
Excellent food and perfect atmosphere",5
zilE2uoIZQ6fpdWGv4mJXw,L'Estrapade,ogsWqNmVsp7KKwq3yPAXMg,"While visiting Paris, I really wanted to make a point to visit the cozy Parisian bistros I've only heard about.  What a super cute place this was and it...",5
cyp5ozhe7ZPf7C_D4nFcjg,Pedra Alta,zUugWhUM0kCTV3GOGm0-fg,"Pedra Alta is our absolute go to seafood restaurant whenever we come back to France! This is a Portuguese restaurant chain, they have several locations...",5
cyp5ozhe7ZPf7C_D4nFcjg,Pedra Alta,FbSnQ3-v7OMqq8sTFEQViw,This place is everything everyone has already said and so much more. I flew to Paris just to have lunch at this place.  There was a woman at the next table...,4
cyp5ozhe7ZPf7C_D4nFcjg,Pedra Alta,ezlFM1qoRho60vuELbbg0Q,"PSA: ATTENTION SEAFOOD LOVERS, YOU HAVE TO TRY THIS PLACE!! 

Pedra Alta is a Portuguese seafood chain and I am definitely here for it. While roaming the...",5
bCDpF7fXkwwDjJfxCvMfYg,Beckett,EVMfxnXX01Rd4TuE2DAFRg,"Outstanding little gastro restaurant.  Chef from Chile very inventive with vegetables, creating flavorful dishes no matter what you order, and service is...",5
n-XIbgR-Gwb1CqBMyjwj0w,Chez Fernand,kso0nFlddadeHDcu1kkp-A,"My wife and I went to Chez Fernand when we were on our honeymoon in Paris last year.

We ended up at Chez Fernand because it was close to our Airbnb and the...",5
n-XIbgR-Gwb1CqBMyjwj0w,Chez Fernand,ICcCpfqy7NdxskbjZwxtGg,Wow I cannot believe I forgot to leave a review for this amazing place. Obviously this place was unforgettable because I remember everything from 2017....,5
n-XIbgR-Gwb1CqBMyjwj0w,Chez Fernand,5W0iKt3xXcod0rgK5CA1nQ,"Great place!  The beef bourguignon is to die for!  I loved the laid back, cute atmosphere.  Service was very friendly.  Will definitely recommend to friends...",5
OBlZC2T9theJFTjovK4hdQ,Candelaria,09MI-xeMR_QaJJZq7mZX-g,"As a Californian it's hard to give five stars, but this is a solid 4. Lovely al pastor we're my fav, the chorizo were nice as well but not my preference....",4
OBlZC2T9theJFTjovK4hdQ,Candelaria,p_jhe4PUw56vNgy7Avtp-w,"I went into this place because other Yelpers said to get the barbacoa and chorizo tacos.

They had neither.  
Their menu was very limited.
Who puts cream in...",1
OBlZC2T9theJFTjovK4hdQ,Candelaria,lnRPpVm8FCxD4OtdyS3AFw,"To be quite honest, please pass on this spot, not worth your time at all !
I have been here 2 times over the past 2 years, and I was not pleased.

First...",1
n601y41nOORUePsM7KsuaA,Gambino,X_PDNTgwX3deundTvE7Fcg,"Ate here 3 times, so that has to say a lot.  There was an Italian restaurant  in New York (Little Italy), that we ate at 3 times as well.  This place we a...",5
n601y41nOORUePsM7KsuaA,Gambino,RfOkrXQoLL423rJPc1bziQ,"Gambino is a pretty average Italian restaurant. We ordered the truffle tortellini and the prosciutto pizza (casa). The portion sizes were gigantic, which is...",3
n601y41nOORUePsM7KsuaA,Gambino,w4zN2duYNddZDRhjv3LTVQ,"We visited on. Friday night and we had a reservation for 7:30 and there were some open tables but by 8:15 the place was full.

Started with some Birra...",4
XQhDl6ya5GD0o7nf7RRZhw,Bouillon Chartier,Gig6BufBW6wgvhfCHsgweg,"Finally tried the Bouillon Chartier!

Last year I was visiting France in need of my foodie-dose, I had lived in North America for already about 2 years and...",4
XQhDl6ya5GD0o7nf7RRZhw,Bouillon Chartier,_keGBH6eXfAVjGWRUNsYsA,"This is a pretty well known establishment in Paris, apparently and we just happen to have our very first meal here. We were lucky enough to have a seat...",4
XQhDl6ya5GD0o7nf7RRZhw,Bouillon Chartier,Xs5KUHMB3o0lfCc30tzbfw,"Food Quality: 4/5
Value: 5/5
Ambience: 5/5
Service: 3/5

One of my friends grew up in Paris and recommended this place as a MUST TRY for authentic French...",5
oGXMyxF6EJh2ghEe3A6FOA,Hero,VqEHGvRbkK3xEOP0NcTIwg,"Stopped in for lunch and we were glad we did. This is a funky spot with good food. We had the fried chicken bun, the pork bun and the sweet/spicy fried...",4
oGXMyxF6EJh2ghEe3A6FOA,Hero,lN7NmhoEHmMCAbZic5nN6g,"They offer the possibility to try all three types of chicken in one dish so that's really nice (and they were all good !!). Very friendly space, great for...",4
oGXMyxF6EJh2ghEe3A6FOA,Hero,unRwN5NdHjRt9fveuO75Ug,"I FEEL IN LOVE WITH somek  (soju + beer), gogchujang  (korean chicken) and the whole evening vibe. Me and my friend had a great time during the rainy night....",4
XZX3qBgUAcCYGNoIhHGq-g,Chez le Libanais,oD-Y350HbMaSM6BDvo1sVg,"Bomb. Can't wait to get back to to try the other half of the menu!

I would fly to Paris to eat here. Not kidding the food, the staff the area all make my...",5
XZX3qBgUAcCYGNoIhHGq-g,Chez le Libanais,yLvju1FGMiMs_G9R69NeRw,"When we were in Paris this past summer, I knew I wanted to try some cheap, whole in the wall type places. We searched Yelp and found Chez Le Libanais. I...",5
XZX3qBgUAcCYGNoIhHGq-g,Chez le Libanais,FD8PrXdSIUYCQANK_vhf6A,"Went at 3pm Saturday after visiting the louvre. 
This place is great. They don't close between lunch and dinner which is convenient. Even if you are...",5
snqZMUD_7QynNpH_BJhrkw,Essaouira,mQu4t45Z-HegE-L2AnGVNA,"Wonderful, flavorful, plentiful meals in a stunning setting-- it's like a room from Casablanca was shipped over tile by tile and reconstructed in an out of...",5
